brand_name,generic_name,manufacturer_name,product_ndc,route,product_type,rxcui,stock_quantity
MethylPREDNISolone,METHYLPREDNISOLONE,Bryant Ranch Prepack,63629-2218,ORAL,HUMAN PRESCRIPTION DRUG,259966,81
Diazepam,DIAZEPAM,A-S Medication Solutions,50090-3390,ORAL,HUMAN PRESCRIPTION DRUG,197590,100
Crest Kids SparkleFun Bubblegum,SODIUM FLUORIDE,"Procter & Gamble Manufactura, S. de R.L. de C.V.",58933-023,DENTAL,HUMAN OTC DRUG,891775,24
Restorative Day Moisture SPF 15,"OCTINOXATE, AVOBENZONE",Boscia LLC,76151-207,TOPICAL,HUMAN OTC DRUG,,77
Hydrochlorothiazide,HYDROCHLOROTHIAZIDE,Aurobindo Pharma Limited,65862-133,ORAL,HUMAN PRESCRIPTION DRUG,197770,20
Crest 3D White Fresh Mint,SODIUM FLUORIDE,"Procter & Gamble Manufactura, S. de R.L. de C.V.",58933-881,DENTAL,HUMAN OTC DRUG,891775,29
Seonglow Daily Moisturizing Sunscreen SPF 50,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",SeonGlow Inc.,87249-000,TOPICAL,HUMAN OTC DRUG,,98
Crest Strawberry,SODIUM FLUORIDE,"Procter & Gamble Manufactura, S. de R.L. de C.V.",58933-048,DENTAL,HUMAN OTC DRUG,891775,40
Daptomycin,DAPTOMYCIN,NorthStar RxLLC,72603-147,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,1996246,67
TYLENOL Regular Strength,ACETAMINOPHEN,Kenvue Brands LLC,50580-458,ORAL,HUMAN OTC DRUG,209387,4
Old Spice Sharkhammer,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,The Procter & Gamble Manufacturing Company,69423-689,TOPICAL,HUMAN OTC DRUG,,20
Crest Bubblegum,SODIUM FLUORIDE,"Procter & Gamble Manufacturing Mxico, S. de R.L. de C.V.",58933-047,DENTAL,HUMAN OTC DRUG,891775,94
Crest Bubblegum,SODIUM FLUORIDE,"Procter & Gamble Manufacturing Mxico, S. de R.L. de C.V.",58933-046,DENTAL,HUMAN OTC DRUG,891775,31
Crest Strawberry,SODIUM FLUORIDE,"Procter & Gamble Manufactura, S. de R.L. de C.V.",58933-045,DENTAL,HUMAN OTC DRUG,891775,95
NALFON,FENOPROFEN CALCIUM,Proficient Rx LP,82804-129,ORAL,HUMAN PRESCRIPTION DRUG,310291,60
Everolimus,EVEROLIMUS,"Breckenridge Pharmaceutical, Inc.",51991-821,ORAL,HUMAN PRESCRIPTION DRUG,845507,75
VIGADRONE,VIGABATRIN,"Upsher-Smith Laboratories, LLC",0245-6001,ORAL,HUMAN PRESCRIPTION DRUG,199521,31
Cannarelief 2000mg,MENTHOL,Earthmed LLC,82876-011,TOPICAL,HUMAN OTC DRUG,,47
Healing Hand Cream 2000mg,MENTHOL,Carolina Cannabis Creations LLC,82876-221,TOPICAL,HUMAN OTC DRUG,,41
Ibuprofen,IBUPROFEN,ARMY AND AIR FORCE EXCHANGE SERVICE,55301-393,ORAL,HUMAN OTC DRUG,310965,80
FARXIGA,DAPAGLIFLOZIN,A-S Medication Solutions,50090-3481,ORAL,HUMAN PRESCRIPTION DRUG,1486977,52
Hyoscyamine ER,HYOSCYAMINE SULFATE,"Pharma Packaging Solutions, LLC dba Tjopack LLC",75929-057,ORAL,HUMAN PRESCRIPTION DRUG,1046770,17
Anagallis Arvensis,ANAGALLIS ARVENSIS,"Hahnemann Laboratories, INC.",37662-3664,ORAL,HUMAN OTC DRUG,,89
Anethum Graveolens,ANETHUM GRAVEOLENS,"Hahnemann Laboratories, INC.",37662-3672,ORAL,HUMAN OTC DRUG,,26
Tetracaine Hydrochloride,TETRACAINE HYDROCHLORIDE,REMEDYREPACK INC.,70518-4183,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,1547771,97
epinephrine,EPINEPHRINE,"GLENMARK PHARMACEUTICALS INC., USA",68462-933,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,1660014,34
LIDOCAINE PAIN RELIEF Gel-Patch,LIDOCAINE,"Guangzhou Liuquanmiao Import & Export Trade Co., Ltd.",83602-158,TOPICAL,HUMAN OTC DRUG,1737778,70
Lancome Paris UV Expert Aquagel Defense 50 Plus Sunscreen Broad Spectrum SPF 50 Plus Primer and Moisturizer with Antioxidant Vitamin E,"AVOBENZONE, HOMOSALATE, OCTISALATE AND OCTOCRYLENE",L'Oreal USA Products Inc,49967-614,TOPICAL,HUMAN OTC DRUG,,10
TERUFLEX Blood Anticoagulant Citrate Phosphate Dextrose Adenine (CPDA-1) for Collection of 450mL of Blood,"ANHYDROUS CITRIC ACID, TRISODIUM CITRATE DIHYDRATE, SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE, DEXTROSE MONOHYDRATE, AND ADENINE",Terumo Corporation,53877-108,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,,84
Miconazole Nitrate,ATHLETES FOOT POWDER SPRAY TALC FREE,Meijer Distribution Inc,41250-196,TOPICAL,HUMAN OTC DRUG,998428,57
DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,SOFTGEL HEALTHCARE PRIVATE LIMITED,35916-0435,ORAL,HUMAN OTC DRUG,1049909,68
Metronidazole,METRONIDAZOLE,A-S Medication Solutions,50090-0201,ORAL,HUMAN PRESCRIPTION DRUG,314106,69
Baclofen,BACLOFEN,Direct_Rx,72189-504,ORAL,HUMAN PRESCRIPTION DRUG,197392,77
Crest Complete Multi-Benefit Whitening plus Scope,SODIUM FLUORIDE,"Procter & Gamble Manufactura, S. de R.L. de C.V.",58933-020,DENTAL,HUMAN OTC DRUG,891775,8
Prochlorperazine Maleate,PROCHLORPERAZINE MALEATE,Direct_Rx,72189-503,ORAL,HUMAN PRESCRIPTION DRUG,198365,31
LUMINOUS EYE CORRECTOR SPF 41 - MEDIUM,"TITANIUM DIOXIDE, ZINC OXIDE","Drmtlgy, LLC",83286-004,TOPICAL,HUMAN OTC DRUG,,33
Sucralfate,SUCRALFATE,"NuCare Pharmaceuticals,Inc.",68071-3478,ORAL,HUMAN PRESCRIPTION DRUG,314234,19
Equate,OXYMETAZOLINE HCL,Walmart Inc,79903-195,NASAL,HUMAN OTC DRUG,1000990,27
Cromolyn Sodium Inhalation Solution,CROMOLYN SODIUM INHALATION SOLUTION,"Ritedose Pharmaceuticals, LLC",76204-028,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,831246,92
RoC Barrier Renew AM Moisturizer SPF 30,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",RoC Skincare,73496-011,TOPICAL,HUMAN OTC DRUG,,9
Furosemide,FUROSEMIDE,Bryant Ranch Prepack,72162-1361,ORAL,HUMAN PRESCRIPTION DRUG,313988,49
Zealios Sport Performance Ultralight SPF 50 Sunscreen,"HOMOSALATE, OCTOCRYLENE, OCTISALATE, AND AVOBENZONE",Personal Best Products Inc. dba Zealios,83326-003,TOPICAL,HUMAN OTC DRUG,,86
Grindelia Robusta,GRINDELIA ROBUSTA,"Hahnemann Laboratories, INC.",37662-3680,ORAL,HUMAN OTC DRUG,,63
fomin mini Hand Sanitizer Wipes FRAGRANCE FREE,BENZALKONIUM CHLORIDE,Fomin LLC,85755-003,TOPICAL,HUMAN OTC DRUG,1038856,76
CPAP WIPES,CPAP WIPES,"Shenzhen Shierjie Biological Engineering Co., LTD",43116-031,CUTANEOUS,HUMAN OTC DRUG,,30
acetaminophen,ACETAMINOPHEN,Major Pharmaceuticals,0904-6720,ORAL,HUMAN OTC DRUG,198440,64
Topiramate,TOPIRAMATE,"PD-Rx Pharmaceuticals, Inc.",43063-998,ORAL,HUMAN PRESCRIPTION DRUG,199888,58
Levothyroxine Sodium,LEVOTHYROXINE SODIUM,Bryant Ranch Prepack,72162-1090,ORAL,HUMAN PRESCRIPTION DRUG,966253,5
Air,AIR,Metro Welding Supply Corporation,62273-003,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,,0
Childrens Allergy Relief,CETIRIZINE HCL,CVS Pharmacy,59779-509,ORAL,HUMAN OTC DRUG,1014673,9
Indigo,INDIGO,"Hahnemann Laboratories, INC.",37662-3688,ORAL,HUMAN OTC DRUG,,46
Zolpidem,ZOLPIDEM TARTRATE,"ACI Healthcare USA, Inc",71093-155,ORAL,HUMAN PRESCRIPTION DRUG,854873,40
Nicotine,NICOTINE,H E B,37808-911,ORAL,HUMAN OTC DRUG,314119,39
topcare mucus d,GUAIFENESIN AND PSEUDOEPHEDRINE HYDROCHLORIDE,Topco Associates LLC,76162-801,ORAL,HUMAN OTC DRUG,,51
Carbidopa and Levodopa,CARBIDOPA AND LEVODOPA,Proficient Rx LP,71205-877,ORAL,HUMAN PRESCRIPTION DRUG,197443,0
levocetirizine dihydrochloride,LEVOCETIRIZINE DIHYDROCHLORIDE,BJWC (Berkley & Jensen / BJ'S),68391-955,ORAL,HUMAN OTC DRUG,855172,70
TAZORAC,TAZAROTENE,"Almirall, LLC",16110-915,CUTANEOUS,HUMAN PRESCRIPTION DRUG,,72
Lisinopril,LISINOPRIL,"Aphena Pharma Solutions - Tennessee, LLC",71610-726,ORAL,HUMAN PRESCRIPTION DRUG,311353,40
Amcon Labs Hand Sanitizer Light Cleansing,ALCOHOL,"Nomax, Inc.",51801-779,TOPICAL,HUMAN OTC DRUG,1367692,76
Amcon Labs Hand Sanitizer Instant Foam Sanitizer with Alcohol,ALCOHOL,"Nomax, Inc.",51801-366,TOPICAL,HUMAN OTC DRUG,616763,14
CISPLATIN,CISPLATIN,FOSUN PHARMA USA INC,72266-252,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,309311,69
Amcon Labs Hand Sanitizer Fragrance Free Gel Sanitizer,ALCOHOL,"Nomax, Inc.",51801-437,TOPICAL,HUMAN OTC DRUG,581658,2
Remedy Antifungal,MICONAZOLE NITRATE,"Medline Industries, LP",53329-169,TOPICAL,HUMAN OTC DRUG,998461,21
Jabonito Kids Green Apple Liquid,BENZALKONIUM CHLORIDE 0.13%,"Industria La Popular, S.A.",62476-009,TOPICAL,HUMAN OTC DRUG,1046593,70
Multi Symptom Antacid Berry Flavor,"CALCIUM CARBONATE ,MAGNESIUM HYDROXIDE,SIMETHICONE","MEIJER DISTRIBUTION, INC",41250-427,ORAL,HUMAN OTC DRUG,476553,51
Losartan Potassium,LOSARTAN POTASSIUM,"Cardinal Health 107, LLC",55154-2089,ORAL,HUMAN PRESCRIPTION DRUG,979480,41
Hailey 1.5/30,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,"Glenmark Pharmaceuticals Inc., USA",68462-504,ORAL,HUMAN PRESCRIPTION DRUG,1359022,40
Family Wellness Ultra Stregth Antacid 171AB,CALCIUM CARBONATE,"Family Dollar Services, Inc.",55319-919,ORAL,HUMAN OTC DRUG,308892,48
Magnesium Citrate Saline Laxative - Grape Flavor,MAGNESIUM CITRATE,Universal Distribution Center LLC,52000-450,ORAL,HUMAN OTC DRUG,1052760,75
XtraCare Cucumber Melon,ETHYL ALCOHOL,Rejoice International,57337-071,TOPICAL,HUMAN OTC DRUG,581660,53
Simvastatin,SIMVASTATIN,A-S Medication Solutions,50090-7783,ORAL,HUMAN PRESCRIPTION DRUG,200345,75
Potassium Chloride,POTASSIUM CHLORIDE,Strides Pharma Science Limited,64380-860,ORAL,HUMAN PRESCRIPTION DRUG,312529,4
Mentho patch cool,MENTHOL,THE EGYPTIAN SAUDI CO FOR MEDICAL MANUFACTURING MASCOMID,72602-002,TOPICAL,HUMAN OTC DRUG,,92
Azelastine Hydrochloride,AZELASTINE HYDROCHLORIDE,A-S Medication Solutions,50090-2330,NASAL,HUMAN PRESCRIPTION DRUG,1797867,96
Bupropion Hydrochloride XL,BUPROPION HYDROCHLORIDE,REMEDYREPACK INC.,70518-4014,ORAL,HUMAN PRESCRIPTION DRUG,993557,67
Fluoxetine,FLUOXETINE HYDROCHLORIDE,Bryant Ranch Prepack,71335-0827,ORAL,HUMAN PRESCRIPTION DRUG,310384,67
ibuprofen,IBUPROFEN,Preferred Pharmaceuticals Inc.,68788-7983,ORAL,HUMAN OTC DRUG,310965,98
SUBVENITE,LAMOTRIGINE,"OWP Pharmaceuticals, Inc.",69102-418,ORAL,HUMAN PRESCRIPTION DRUG,2724462,54
CVS Health Medicated Chest Rub,"CAMPHOR, EUCALYPTUS OIL, MENTHOL",CVS Pharmacy,51316-200,TOPICAL,HUMAN OTC DRUG,200293,78
Glycerin,GLYCERIN,Chain Drug Consortium LLC,68016-161,RECTAL,HUMAN OTC DRUG,252062,83
LUMIFY Redness Reliever Eye Drops,BRIMONIDINE TARTRATE,Bausch & Lomb Incorporated,24208-537,OPHTHALMIC,HUMAN OTC DRUG,,21
equaline first aid antibiotic,"BACITRACIN ZINC, NEOMYCIN, POLYMYXIN B","United Natural Foods, Inc. dba UNFI",41163-209,TOPICAL,HUMAN OTC DRUG,204602,32
Divalproex Sodium,DIVALPROEX SODIUM,"Upsher-Smith Laboratories, LLC",0832-7122,ORAL,HUMAN PRESCRIPTION DRUG,1099625,8
Gabapentin,GABAPENTIN,Ajenat Pharmaceuticals LLC,82983-423,ORAL,HUMAN PRESCRIPTION DRUG,283523,7
Metformin Hydrochloride,METFORMIN HYDROCHLORIDE,"PD-Rx Pharmaceuticals, Inc.",43063-527,ORAL,HUMAN PRESCRIPTION DRUG,861007,19
Oxycodone and Acetaminophen,OXYCODONE AND ACETAMINOPHEN,Proficient Rx LP,63187-363,ORAL,HUMAN PRESCRIPTION DRUG,1049214,87
Fluocinolone Acetonide,FLUOCINOLONE ACETONIDE,"Sun Pharmaceutical Industries, Inc.",51672-1365,TOPICAL,HUMAN PRESCRIPTION DRUG,1191310,39
Laxative,BISACODYL,Bi-Mart,37835-241,ORAL,HUMAN OTC DRUG,308753,46
Soothe childrens,CALCIUM CARBONATE,Walgreen Company,0363-5960,ORAL,HUMAN OTC DRUG,,94
Acetaminophen and Codeine Phosphate,ACETAMINOPHEN AND CODEINE PHOSPHATE,"Aurolife Pharma, LLC",13107-058,ORAL,HUMAN PRESCRIPTION DRUG,993770,35
Xpect Cold Relief,ACETAMINOPHEN GUAIFENESEIN PHENYLEPHRINE HCL,Cintas Corporation,42961-112,ORAL,HUMAN OTC DRUG,1243679,41
HempNesic,"MENTHOL, CAMPHOR",Blaine Labs Inc.,63347-223,TOPICAL,HUMAN OTC DRUG,,11
"Nuvicare-Allergy Relief Loratadine Tablets, 10 mg",LORATADINE,NUVICARE LLC,84324-027,ORAL,HUMAN OTC DRUG,311372,21
Buprenorphine,BUPRENORPHINE,"Clinical Solutions Wholesale, LLC",58118-0460,SUBLINGUAL,HUMAN PRESCRIPTION DRUG,351265,39
Ezetimibe and Simvastatin,EZETIMIBE AND SIMVASTATIN,Dr.Reddys Laboratories Inc,43598-742,ORAL,HUMAN PRESCRIPTION DRUG,476345,45
Brush Buddies SPIDEY and his AMAZING FRIENDS ANTICAVITY FLUORIDE-Spidey Punch,SODIUM FLUORIDE,Ashtel Studios Inc.,70108-316,ORAL,HUMAN OTC DRUG,240698,4
Fluoxetine,FLUOXETINE HYDROCHLORIDE,Bryant Ranch Prepack,71335-1482,ORAL,HUMAN PRESCRIPTION DRUG,313989,63
Chlorpromazine Hydrochloride,CHLORPROMAZINE HYDROCHLORIDE,REMEDYREPACK INC.,70518-3670,ORAL,HUMAN PRESCRIPTION DRUG,991044,8
Injury Drops 2034,INJURY DROPS,Professional Complementary Health Formulas,63083-2034,ORAL,HUMAN OTC DRUG,,32
ibuprofen pm,"DIPHENHYDRAMINE CITRATE, IBUPROFEN",Publix Super Markets Inc,56062-050,ORAL,HUMAN OTC DRUG,,88
Tikosyn,DOFETILIDE,Pfizer Laboratories Div Pfizer Inc,0069-5800,ORAL,HUMAN PRESCRIPTION DRUG,284404,76
BACLOFEN,BACLOFEN,Proficient Rx LP,82804-219,ORAL,HUMAN PRESCRIPTION DRUG,430902,59
PHYTONADIONE PHYTONADIONE,PHYTONADIONE,Dr.Reddy's Laboratories Inc,43598-405,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,1670192,47
Staphysagria 7137,STAPHYSAGRIA,Professional Complementary Health Formulas,63083-7137,ORAL,HUMAN OTC DRUG,,28
Dorzolamide Hydrochloride,DORZOLAMIDE HYDROCHLORIDE,Sagent Pharmaceuticals,25021-006,OPHTHALMIC,HUMAN PRESCRIPTION DRUG,310015,48
Mario Badescu Collagen SPF 15,"AVOBENZONE, OCTINOXATE, OXYBENZONE",Bentley Laboratories LLC,54111-136,TOPICAL,HUMAN OTC DRUG,,23
Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,CVS Pharmacy,69842-990,ORAL,HUMAN OTC DRUG,997406,41
2000DL-CL30V,SPF30 BS VANILLA,"Epic Laboratories, LLC",58418-003,TOPICAL,HUMAN OTC DRUG,,76
Therapain Plus,MENTHOL ROLL-ON,"Epic Laboratories, LLC",58418-827,TOPICAL,HUMAN OTC DRUG,1146695,28
Hydralazine Hydrochloride,HYDRALAZINE HYDROCHLORIDE,Proficient Rx LP,82804-081,ORAL,HUMAN PRESCRIPTION DRUG,905225,20
Nighttime Cough-Kids,"CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR",Genexa,69676-0088,ORAL,HUMAN OTC DRUG,1111440,74
Aspirin Low Dose,ASPIRIN,ATLANTIC BIOLOGICALS CORP.,17856-3086,ORAL,HUMAN OTC DRUG,308416,29
Olanzapine,OLANZAPINE,Proficient Rx LP,82804-067,ORAL,HUMAN PRESCRIPTION DRUG,283639,57
ESZOPICLONE,ESZOPICLONE,Proficient Rx LP,71205-384,ORAL,HUMAN PRESCRIPTION DRUG,485440,6
Dercos Salicylic Acid Anti-Dandruff Serum,SALICYLIC ACID,PRODUCTOS CAPILARES L'OREAL SA,83342-892,TOPICAL,HUMAN OTC DRUG,2697740,79
Sepia,SEPIA,"Energique, Inc.",44911-0391,ORAL,HUMAN OTC DRUG,,98
DASH Chlorhexidine Gluconate 0.12% Oral Rinse,CHLORHEXIDINE GLUCONATE 0.12% ORAL RINSE,"Cardinal Health 107, LLC",55154-1980,ORAL,HUMAN PRESCRIPTION DRUG,834127,64
Glycopyrrolate,GLYCOPYRROLATE,Meitheal Pharmaceuticals Inc.,71288-414,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,238212,94
Cefadroxil,CEFADROXIL,Direct_Rx,72189-506,ORAL,HUMAN PRESCRIPTION DRUG,309049,52
Fluoxetine HCL,FLUOXETINE HCL,Direct_Rx,72189-505,ORAL,HUMAN PRESCRIPTION DRUG,313989,45
CareALL Hand Sanitizer,ALCOHOL,"New World Imports, Inc.",51824-110,TOPICAL,HUMAN OTC DRUG,581662,57
Oxygen,OXYGEN,Hometown Medical LLC,20479-0682,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,312172,30
DERMADIVE ULTRACARE - TETRAID,BENZALKONIUM CHLORIDE,Releaf Technologies LLC,78663-102,TOPICAL,HUMAN OTC DRUG,1046442,92
Dermatouch Acnecare Facial Scrub,SALICYLIC ACID,Spa de Soleil,68062-2255,TOPICAL,HUMAN OTC DRUG,,53
Lidocaine Pain Relief Patch 5 Ct,LIDOCAINE,"Cardinal Health, 110 dba LEADER",70000-0741,TOPICAL,HUMAN OTC DRUG,1737778,20
Dermatouch Acnecare Pads,SALICYLIC ACID,Spa de Soleil,68062-2256,TOPICAL,HUMAN OTC DRUG,,45
Docusate Sodium,DOCUSATE SODIUM 100MG,"Pharbest Pharmaceuticals, Inc.",16103-399,ORAL,HUMAN OTC DRUG,1115005,93
Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Bryant Ranch Prepack,63629-2469,ORAL,HUMAN PRESCRIPTION DRUG,,38
Nausia,"ARSENICUM ALBUM, BRYONIA (ALBA), CADMIUM SULPHURATUM, COCCULUS INDICUS, COLCHICUM AUTUMNALE, CONIUM MACULATUM, CYCLAMEN EUROPAEUM, EUPHORBIA COROLLATA, FERRUM METALLICUM, IPECACUANHA, IRIS VERSICOLOR, LAC DEFLORATUM, LACTICUM ACIDUM, NUX VOMICA, PETROLEUM, PULSATILLA (PRATENSIS), SEPIA, TABACUM, THERIDION, ZINGIBER OFFICINALE","Deseret Biologicals, Inc.",43742-2198,ORAL,HUMAN OTC DRUG,,37
Nighttime Cold and Flu Relief,ACETAMINOPHEN DEXTROMETHORPHAN HBR DOXYLAMINE SUCCINATE,QUALITY CHOICE (Chain Drug Marketing Association),83324-158,ORAL,HUMAN OTC DRUG,1043400,43
Integra F,FERROUS FUMARATE AND POLYSACCHRIDE IRON COMPLEX AND FOLIC ACID,U.S. Pharmaceutical Corporation,52747-711,ORAL,HUMAN PRESCRIPTION DRUG,999823,79
AHA/BHA Swipes,RESURFACING TREATMENT PADS,SKIN PS Brands,73318-7004,TOPICAL,HUMAN OTC DRUG,797892,88
hydroxyzine pamoate,HYDROXYZINE PAMOATE,Bryant Ranch Prepack,63629-8874,ORAL,HUMAN PRESCRIPTION DRUG,995253,85
Stallion,DELAY CREME,"Novelties by Nasswalk, Inc.",83608-100,TOPICAL,HUMAN OTC DRUG,,37
Buspirone Hydrochloride,BUSPIRONE HYDROCHLORIDE,"Epic Pharma, LLC",42806-082,ORAL,HUMAN PRESCRIPTION DRUG,866018,89
Hevert Detox Lymph,"ARSENIC TRIOXIDE, CLEMATIS RECTA FLOWERING TOP, CONIUM MACULATUM FLOWERING TOP, LACHESIS MUTA VENOM, MERCURIC IODIDE, PHYTOLACCA AMERICANA ROOT, TOXICODENDRON PUBESCENS SHOOT, SCROPHULARIA NODOSA LEAF WITH STEM, AND SULFUR",Hevert Arzneimittel GmbH & Co KG,54532-0034,ORAL,HUMAN OTC DRUG,,5
Hydrocortisone,HYDROCORTISONE,"Preferred Pharmaceuticals, Inc.",68788-8302,TOPICAL,HUMAN PRESCRIPTION DRUG,310891,18
childrens ibuprofen,IBUPROFEN,Meijer Distribution Inc,41250-685,ORAL,HUMAN OTC DRUG,197803,42
Nitrogen,NITROGEN,"Westair Gases & Equipment, Inc.",53440-002,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,347021,45
Good Neighbor Sugar Free Adult Tussin DM Cough and Chest Congestion,"DEXTROMETHORPHAN HBR, GUAIFENESIN",AMERISOURCE BERGEN,46122-782,ORAL,HUMAN OTC DRUG,1790650,72
Old Spice Harbor,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,The Procter & Gamble Manufacturing Company,69423-730,TOPICAL,HUMAN OTC DRUG,,17
Gabapentin,GABAPENTIN,AvPAK,50268-326,ORAL,HUMAN PRESCRIPTION DRUG,310434,4
"Extra Strength Antacid Tablets, Caseys 4good",CALCIUM CARBONATE 750 MG,"Lil' Drug Store Prodsucts, Inc.",66715-6355,ORAL,HUMAN OTC DRUG,308915,91
Smart Care COCO CABANA HAND SANITIZER,ETHYL ALCOHOL,"Ashtel Studios, Inc.",70108-298,TOPICAL,HUMAN OTC DRUG,1041849,21
Stay AgelessTinted Sunscreen Broad Spectrum SPF 30,TITANIUM DIOXIDE AND ZINC OXIDE,Spectrum Aesthetics Laser Training LLC,82899-0650,TOPICAL,HUMAN OTC DRUG,,42
Olay Sensitive Soothing Moisturizer Skin Protectant Fragrance-Free,COLLOIDAL OATMEAL,The Procter & Gamble Manufacturing Company,69423-700,TOPICAL,HUMAN OTC DRUG,1654149,20
Acetaminophen,ACETAMINOPHEN,Trifecta Pharmaceuticals USA LLC,69396-140,ORAL,HUMAN OTC DRUG,198440,71
Native Mineral Sunscreen Broad Spectrum SPF 30 Sweet Peach and Nectar,ZINC OXIDE,The Procter & Gamble Manufacturing Company,69423-731,TOPICAL,HUMAN OTC DRUG,,44
"Allergena Zone 1 Kids Grasses, Trees and Weeds","ECHINACEA, BAPTISIA TINCTORIA, HYDRASTIS CANADENSIS, MYRRHA, PHYTOLACCA DECANDRA, TRIGONELLA FOENUM-GRAECUM, ZONE 1 TREE, ZONE 1 WEED, ZONE 1 GRASS","Meditrend, Inc. DBA Progena Professional Formulations",62713-983,ORAL,HUMAN OTC DRUG,,65
Ulspira,ULSPIRA,"Airgas Therapeutics, LLC",82605-006,RESPIRATORY (INHALATION),HUMAN PRESCRIPTION DRUG,582608,5
childrens cold cough,"BROMPHENIRAMINE MALEATE, DEXTROMETHORPHAN HYDROBROMIDE","Meijer, Inc.",79481-1200,ORAL,HUMAN OTC DRUG,2683421,37
Potassium Chloride Extended-Release,POTASSIUM CHLORIDE,"Upsher-Smith Laboratories, LLC",24979-231,ORAL,HUMAN PRESCRIPTION DRUG,198116,33
MED O-3 BIO-,"METHYL SALICYLATE, MENTHOL, CAPSAICIN",Biological M.D. Solutions LLC,83538-101,TOPICAL,HUMAN OTC DRUG,2644111,74
QC Anti Diarrheal Vanilla Regular Flavor,BISMUTH SUBSALICYLATE,QUALITY CHOICE (CHAIN DRUG MARKETING ASSOCIATION),63868-339,ORAL,HUMAN OTC DRUG,308762,47
GR LIP BUTTER COOKIE SPF 15,"AVOBENZONE, OCTINOXATE",ERKUL KOZMETIK SANAYI VE TICARET ANONIM SIRKETI,82715-119,TOPICAL,HUMAN OTC DRUG,,4
Triamterene and Hydrochlorothiazide,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,Bryant Ranch Prepack,71335-2806,ORAL,HUMAN PRESCRIPTION DRUG,310812,65
Salicylic Acid,LIQUID CORN AND CALLUS REMOVER,Topco Associates LLC,36800-005,TOPICAL,HUMAN OTC DRUG,,97
Allergena Texas Cedar Fever,"ECHINACEA,BAPTISIA TINCTORIA, HYDRASTIS CANADENSIS, MYRRHA, PHYTOLACCA DECANDRA, TRIGONELLA FOENUM-GRAECUM, TEXAS TREE, TEXAS WEED, TEXAS GRASS","Meditrend, Inc. DBA Progena Professional Formulations",62713-973,ORAL,HUMAN OTC DRUG,,11
Erythromycin,ERYTHROMYCIN,Zydus Pharmaceuticals USA Inc.,70710-1047,ORAL,HUMAN PRESCRIPTION DRUG,197650,62
Dexamethasone Sodium Phosphate,DEXAMETHASONE SODIUM PHOSPHATE,Hikma Pharmaceuticals USA Inc.,0641-0367,INTRAMUSCULAR,HUMAN PRESCRIPTION DRUG,309696,26
HEB Stomach Relief Cherry,BISMUTH SUBSALICYLATE,H E B,37808-587,ORAL,HUMAN OTC DRUG,308761,85
Tranexamic Acid,TRANEXAMIC ACID,Sagent Pharmaceuticals,25021-415,INTRAVENOUS,HUMAN PRESCRIPTION DRUG,238720,4
ARTHRITIS PAIN RELIEVER,DICLOFENAC SODIUM,H E B,59640-198,TOPICAL,HUMAN OTC DRUG,855633,78
Josie Maran Argan Daily Moisturizer SPF47,"ZINC OXIDE, TITANIUM DIOXIDE","Autumn Harp, Inc.",51514-0332,TOPICAL,HUMAN OTC DRUG,,28
VIE NATURELLE ACNE BODY,BENZOYL PEROXIDE,TNT PRO SERIES,73350-105,TOPICAL,HUMAN OTC DRUG,2199869,17
Advanced Eye Relief Dry Eye Rejuvenation,GLYCERIN PROPYLENE GLYCOL,Bausch & Lomb Incorporated,24208-454,OPHTHALMIC,HUMAN OTC DRUG,259195,62
Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,"Westminster Pharmaceuticals, LLC",69367-359,ORAL,HUMAN PRESCRIPTION DRUG,859419,81
Lovastatin,LOVASTATIN,Proficient Rx LP,71205-440,ORAL,HUMAN PRESCRIPTION DRUG,197904,58
Nighttime Sleep Aid,DIPHENHYDRAMINE HCL,TOP CARE (Topco Associates LLC),36800-116,ORAL,HUMAN OTC DRUG,1020477,100
